ID,Rating,Review,word_count
272,2,not a good quality as par shwo in photo,9
273,2,not cooking well,3
274,2,very very poor,3
275,2,quality is good but demage,5
276,2,worst very bad bat,4
277,2,very poor qaulity,3
278,2,an average phone with below average specs,7
279,2,one bowl broken and all bowls have same size,9
280,2,after 2 months leakage problem,5
281,2,products is running very slow,5
282,2,it doesnt clean properly n not satisfy the expectations,9
283,2,vry poor material,3
284,2,handle is loose every time,5
285,2,produced is ok but not good and stuff like money,10
286,2,too much tigh dont try to order from flipkart,9
287,2,not good for warranty,4
288,2,not as i expected,4
289,2,cable is to small,4
290,2,colour is lite and very very bad quality,8
291,2,room was not brightening with that some what low quality,10
292,2,quite ordinary not worth the price,6
293,2,quality is bad sole quality is poor,7
294,2,it is too small to cook,6
295,2,not satisfied with d product but its,7
296,2,very bad product,3
297,2,bedsheet faded after first wash,5
298,2,quality not ok this product,5
299,2,two legs were long when other two are short,9
300,2,very small cheating,3
301,2,very inexpensive but quantity bad only 20 pages print,9
302,2,product very bad,3
303,2,many short size giving me and quality is poor,9
304,2,its not good,3
305,2,poor buil quality,3
306,2,not good product,3
307,2,heat time very low just 30 mnt,7
308,2,very small size,3
309,2,this is dump dont buy this product,7
310,2,very small size packing is good nice delivery,8
311,2,assembly takes our breath out,5
312,2,not better quality,3
313,2,not good at allit was just,6
314,2,not bad product,3
315,2,its not grinding properly not a worthy product,8
316,2,its not working waste of money dont buy,8
317,2,not stable shaking when you write on it,8
318,2,packet quality is so bad,5
319,2,the rings starts to rust after the first wash,9
320,2,quality is too bad,4
321,2,got a very old piece,5
322,2,not as expected,3
323,2,its not giving hot water,5
324,2,very small size,3
325,2,quality medium only mobile load cape city stand,8
326,2,poor quality of blanketpls not to buy it,8
327,2,no useful in any way unnecessary product,7
328,2,not good quality,3
329,2,hard to fit mop into rod,6
330,2,not a vermi compost only soil,6
331,2,quality not upto the mark look for something else,9
332,2,cloth use in it is very bad quality,8
333,2,side effects so dont use,5
334,2,heating level is very low,5
335,2,not a sine wave iam not recomended,7
336,2,installation system is badbcz no one install at home,9
337,2,so so product,3
338,2,not good product old model with problem voltage high,9
339,2,all product are very small size,6
340,2,small size not big,4
341,2,nyc but small,3
342,2,food over burn at bottom,5
343,2,leaked at top portion,4
344,2,not baking properly,3
345,2,very poor quality,3
346,2,littel bit defective on from front side,7
347,2,worst sound waste of money,5
348,2,not upto mark,3
349,2,not power full bank,4
350,2,not fit in size fo duble bed,7
351,2,instead of suction it is working as a fan,9
352,2,lid damage picover all ok good,6
353,2,not bad but not goodthis product is ok,8
354,2,price very high,3
355,2,not fit very very lose,5
356,2,not so good,3
357,2,not good quality,3
358,2,not good ð broduct,4
359,2,plate was brokenso disappointing plate is small,7
360,2,wasteits not working properly,4
361,2,first charging is not supported on my micromax note 8,10
362,2,waste of money,3
363,2,good quality but the mouth is leaking,7
364,2,colour is same but material is very bad,8
365,2,its very tipcial laptop dont give ms office with laptop,10
366,2,1 bowl is broken,4
367,2,v bad quality,3
368,2,mixer ok juicer lock switch lock button is failed,9
369,2,not worked nicely becoming hot very soon,7
370,2,very bad product,3
371,2,please dont prefer getting electrical shock,6
372,2,low speed fan and fan blades not aluminum,8
373,2,very bad kwality dont purchase,5
374,2,touch not supported,3
375,2,poor board quality,3
376,2,not leak proof leaking from top nob,7
377,2,vary bad not wrking,4
378,2,ledlighte are not open,4
379,2,quality not working properly,4
380,2,does not stick at all,5
381,2,very nice good product,4
382,2,looking wise nice but not good quality clothes,8
383,2,dont buy this productbad,4
384,2,air leaking and over heating noted,6
385,2,good at low price and used only for office work,10
386,2,product quality low,3
387,2,recieved broken pieces,3
388,2,dont buy oily skin peoples,5
389,2,expected more better,3
390,2,quality very poorlenght was ok,5
391,2,cleaning is not good too much wastage of water ð,10
392,2,not 24hrs its 12hrs so far,6
393,2,it is a average product,5
394,2,broke in just 1 fall,5
395,2,bettery is getting discharge on an immediate basis,8
396,2,bad and very bad,4
397,2,not good the upper surface of iron also gets heated,10
398,2,it makes more sound while grinding,6
399,2,waste of money time and water,6
400,2,bad product very slow,4
401,2,nice but not for gaming,5
402,2,worst product money waste,4
403,2,the battery capacity is wrost,5
404,2,suction power is less,4
405,2,its not working,3
406,2,pad is tored down after 1 day of usage,9
407,2,very smoll pack,3
408,2,soundless ðspeedless â¹ïair_lessð,3
409,2,small size ahnu,3
410,2,range is not good,4
411,2,local product poor quality,4
412,2,football was not what we wanted â¹ï,7
413,2,jar is not grinding finely,5
414,2,doesnt show the refluection like the one in the picture,10
415,2,difficult to use and cant control while in the air,10
416,2,it is not pure cotton,5
417,2,very bad quality,3
418,2,must send instructions to attach,5
419,2,not good wast of money,5
420,2,quality not good,3
421,2,installation has not been done after 8 days of purchase,10
422,2,i got already damaged product i am not asatisfied,9
423,2,colour in printing not good,5
424,2,only one star i recommend,5
425,2,very low material use,4
426,2,material not good fitting worse,5
427,2,on day 1 this product is overheating,7
428,2,writing speed is very low 2550 mb,7
429,2,loose connection wire,3
430,2,fabric quality is very dull,5
431,2,samaje for water,3
432,2,every seeds is not grown up,6
433,2,very bad plz dont buy this,6
434,2,camara not goodplease add flash light,6
435,2,foot touching to the front wheel overall looks ok,9
436,2,pocket is pathetic otherwise good for daily use,8
437,2,materials quality very poor tyre quality poor,7
438,2,very hot my return day finish so please,8
439,2,very bad camera,3
440,2,not bad not bad,4
441,2,very light iron not properly ironing dress,7
442,2,not good small size,4
443,2,not good this price poor quality,6
444,2,this is not good in price,6
445,2,very bad product,3
446,2,connectivity of wifi is slow,5
447,2,finishing was not good unsatisfactory,5
448,2,its not so good ð,5
449,2,holder design is best but pinto pinto working not good,10
450,2,switch not working properly,4
451,2,low quality thing its written room darkening but its transperant,10
452,2,quality is poor,3
453,2,fabric is i very poor worst product,7
454,2,stuff is not expected,4
455,2,very cheap quality product lasted for one year now scrapped,10
456,2,my unit is a little bit tilted,7
457,2,no worth many waste,4
458,2,not wifi working,3
459,2,totally waste product,3
460,2,waste of money,3
461,2,broken materials in side,4
462,2,no colour darkness,3
463,2,poor sound qualitydid not liked that product,7
464,2,vary bad leakage,3
465,2,i buying this flask after six month does not heat,10
466,2,qualtay not good,3
467,2,small size i m not satisfied,6
468,2,quality and stitching is of low quality,7
469,2,small strikebending material,3
470,2,quality is not good,4
471,2,its so small didnt like it,6
472,2,this product is very bad dont buy this product,9
473,2,this product is size is so small,7
474,2,no value for money,4
475,2,very poor quality bad investment,5
476,2,not as expected,3
477,2,waste of money,3
478,2,low germination seeds ð,4
479,2,i dont like,3
480,2,no best quality in bedsheet,5
481,2,plates r very small,4
482,2,its not worth for money,5
483,2,bowl was very small,4
484,2,melting smell is coming,4
485,2,stichening is very bad,4
486,2,given in very less quantity too smallð,7
487,2,after one month it stop working,6
488,2,not as an expectationits too costly,6
489,2,the side hooks are very delicate,6
490,2,its not worth during day time cant oppose sunlight,9
491,2,its very bad very noicey,5
492,2,its has lots of noise while using,7
493,2,hot is not lasting,4
494,2,size is not like be brings,6
495,2,material is not solid,4
496,2,its socket broken within a week poor quality,8
497,2,better to purchase some other brands charger,7
498,2,nice but during grading vice is very loudly,8
499,2,hight is very small,4
500,2,takes a long time to charge,6
501,3,product is okay,3
502,3,according to price that nice,5
503,3,the water doesnt remain hot for 24 hrs lol,9
504,3,look wise ok use for medium winter,7
505,3,sometimes it lags,3
506,3,fabric is not cotton blend it is polyester,8
507,3,not much good,3
508,3,not good product,3
509,3,over all best,3
510,3,good product 30mbs delivered into 25mbs,6
511,3,one plate was broken but good,6
512,3,color is not same,4
513,3,not comfortable with pockets,4
514,3,average in use,3
515,3,battery life bad but overall nice product,7
516,3,good stuff but price is not as per fabric,9
517,3,good quality mat,3
518,3,very light weight,3
519,3,so sonot bad,3
520,3,it is nice,3
521,3,good quality nice product,4
522,3,i am not happy with the heat and grilling time,10
523,3,quality is not good,4
524,3,so nice product used it,5
525,3,not badbut amount is little bit high,7
526,3,nice but pipe is small,5
527,3,this product is betterbut ok,5
528,3,nice product but flipcart delayed the delivery 10 days,9
529,3,not work for more than 8 hours,7
530,3,fitting now good as mentioned,5
531,3,good but not better,4
532,3,average rating product,3
533,3,the product was good,4
534,3,nice product but unconfatable thish shue use,7
535,3,average quality but looking nice,5
536,3,clothes material is not ð good,6
537,3,low qualitynot expectedextra erning statergy,5
538,3,very nice kit,3
539,3,its an ok product its delicate and not sturdy,9
540,3,quite was not there,4
541,3,good productmust be buy,4
542,3,burn out inside in a week not good,8
543,3,awesome best quality,3
544,3,wore is not good charger is good,7
545,3,bowl is small but i satisfied,6
546,3,good but not a best,5
547,3,size was small then expected otherwise product is good,9
548,3,quality was not good as expected,6
549,3,bat quality very bad,4
550,3,always goodbut micro usb cabe inbox is not good,9
551,3,quality was not that good,5
552,3,its good product ðð,4
553,3,sound is very poor not expected with mi,8
554,3,product is of low quality,5
555,3,is ok for the price,5
556,3,not good as expected,4
557,3,very good product,3
558,3,the product is okbut it is not sufficient for cleaning,10
559,3,nice but ok,3
560,3,fan speed is not so good,6
561,3,didnt work on my face,5
562,3,color n quality not good,5
563,3,not bad but the plates are too small,8
564,3,good in all features but a high noise level,9
565,3,not bad good,3
566,3,veri ordinaryweak vacuum flask,4
567,3,average product good for gifting purpose,6
568,3,this is good product cycle is worth for money,9
569,3,this product is brilliant but size is not accurate,9
570,3,good product as i thought but stitching is not well,10
571,3,outstanding juicerawm work fablous lookover all fantastic vegetable fruits juicer,10
572,3,this one is good,4
573,3,nice materials good colour,4
574,3,good the low prices,4
575,3,the product is nice but it is made in china,10
576,3,rcvd todayits good,3
577,3,okay okay product,3
578,3,i put water and few hours later its smell weird,10
579,3,purifier is ok but installation and demo not satisfied,9
580,3,product is good but price is too much,8
581,3,goood but range is lesssmust buy,6
582,3,tplink archer c20 was good product,6
583,3,nice three fourth pant,4
584,3,product is good but very disappointed with the installation,9
585,3,quality is good not excellent,5
586,3,very cheap and bad cushion,5
587,3,best rating in 35 good progress in product,8
588,3,100 not pure sine wave on product,7
589,3,good product ð,3
590,3,plastic quality is not that strong as of symphony coolers,10
591,3,not up to the mark as it displays regards,9
592,3,bad product ðð,3
593,3,plates bowls size are short,5
594,3,i like it its good for gymer,7
595,3,too small for having dinner,5
596,3,size is too big,4
597,3,its nice for use but quality is average,8
598,3,heating time very less,4
599,3,it is ok not good qulity,6
600,3,product quality is good but its size is very small,10
601,3,builtin quality is good sound is high,7
602,3,too much scratches,3
603,3,not good looking black colour,5
604,3,nice product delivery man was humble,6
605,3,bottle received with a dent,5
606,3,good productbut it is made in china,7
607,3,price is high,3
608,3,seller did not send operating manual,6
609,3,just ok but costly,4
610,3,such a nice thing,4
611,3,very very thin,3
612,3,under 500 best product,4
613,3,quality of the product is good worth every penny,9
614,3,good prodect value of money,5
615,3,not as expected ð,4
616,3,not satisfied too small size,5
617,3,not as expected,3
618,3,product is very good ðððððð,5
619,3,velu for mony,3
620,3,good but not best,4
621,3,size is small but this product is attractive,8
622,3,very thin soft but low quality,6
623,3,im very very happy please utilize this,7
624,3,facing heating issue,3
625,3,not good quality,3
626,3,not worth the money,4
627,3,lid cover is very week capacity is ok,8
628,3,camera is not good all over low grade,8
629,3,very good product,3
630,3,watch is okaysmaller than shown in the photo,8
631,3,very nice ð thanx,4
632,3,not poor but average,4
633,3,not mouch happy,3
634,3,heating quality is not good,5
635,3,good but not stone product,5
636,3,not bst bt okey,4
637,3,fan speed is low but great cooling,7
638,3,no battery backup,3
639,3,ok good ðððð,3
640,3,not worth for money it look like a toy,9
641,3,its ok but bass is not as satisfied,8
642,3,thickness is more than expected,5
643,3,not too long lasting,4
644,3,average product and size is good,6
645,3,bass is not good,4
646,3,connectivity issue is there plz think before buy this tv,10
647,3,colour not dark black,4
648,3,it was ok not fast,5
649,3,product ok but very thin fabric,6
650,3,it is a very good machinevery nice very carefull,9
651,3,product is not as strong as expected,7
652,3,noisy chimney overall not so bad,6
653,3,design must be improved,4
654,3,not good this sometimes it will broke,7
655,3,everything is acceptable but length is not 20 ft,9
656,3,this is mat football not suitable for grass soil ground,10
657,3,good for storage,3
658,3,sound quality ok bass volume is not satification,8
659,3,sensors were goodtoo much noise,5
660,3,good one i like itthanks,5
661,3,it is good product,4
662,3,not bad after all,4
663,3,nice but not sufficient size,5
664,3,10 year old boy best,5
665,3,nice product tq flipkart,4
666,3,plates r too small,4
667,3,item not as expected,4
668,3,its good product value for money,6
669,3,good quality and best price,5
670,3,not stitched proper,3
671,3,quality is poor,3
672,3,battery charging time too long earing sound distribution ok,9
673,3,comfortable but not good as expected,6
674,3,ok ok product,3
675,3,its worth it,3
676,3,not so good fitting was very tight,7
677,3,the car is very good,5
678,3,received brokensatisfactory quality,3
679,3,mast by thank you flipkart,5
680,3,fabric is not comfortable at all,6
681,3,very thinand can not be used in floor,8
682,3,too much noisey,3
683,3,ok good product,3
684,3,its amazing work,3
685,3,dont buy this product,4
686,3,mat is very very thin material,6
687,3,bluetooth connectivity issueotherwise best in class,6
688,3,its just good,3
689,3,the grinding is not smooth,5
690,3,product quality is good in budget happy with this product,10
691,3,not satisfied of its size,5
692,3,ya its ok for this proce,6
693,3,good value for money,4
694,3,smalll but good,3
695,3,faded in 1st wash,4
696,3,no awesome but good product ð,6
697,3,nice product only negative point is too much noise,9
698,3,value of money,3
699,3,this product plates is to o medium size,8
700,3,not suitable for rough use,5
701,3,woofer sounds was bad,4
702,3,its just ok,3
703,3,good one for domestic use,5
704,3,medium was broken,3
705,3,ok ok not so good it hangs sometime,8
706,3,it should be available in all sizes,7
707,3,good for gym purpose,4
708,3,a bit noisy,3
709,3,good product but having connection issues,6
710,3,its cloth is not soft but you can wear it,10
711,3,sansar not working,3
712,3,diesnt clean properly,3
713,3,good machine but old model,5
714,3,not up to mark,4
715,3,size is too small product is not as expected,9
716,3,good product ðð¼,3
717,3,quality is best,3
718,3,good in this price range,5
719,3,this product is good,4
720,3,sum little bit damage but product is gud i like,10
721,3,dimensions are short,3
722,3,super and best quality,4
723,3,dust is not getting cleard completely,6
724,3,it just okay not a pure cotton bed sheet,9
725,3,nice productnice quality,3
726,3,product is good,3
727,3,data transfer very slow ð 14 mb speed too bad,10
728,3,color is quite decent,4
729,3,worst quality really upset dont buy this item,8
730,3,not so good for base music,6
731,3,not good dirty clothes,4
732,3,best product at this price,5
733,3,oil botal tools missing,4
734,3,nice product i m very happy thanku flipkart,8
735,3,its ok ok product,4
736,3,very good works very fast buy this nice one,9
737,3,very nice ð,3
738,3,ok quality good in look,5
739,3,i like clothes,3
740,3,nice one its worth of ur moneyok,7
741,3,slow speed not pad,4
742,3,very small size,3
743,3,really nice good product thanx flipkard,6
744,3,product is very good but 7 piece stater kit missing,10
745,3,beautifulbut small size,3
746,3,finish is not that good,5
747,3,average quality polyester shorts,4
748,3,nyc purchase from flipkart,4
749,3,one new and one very old material,7
750,3,taking long time to heat,5
751,3,gd prdctbut plates r too small,6
752,3,very beautiful but cloth is good,6
753,3,to much heat,3
754,3,not good looking black colour,5
755,3,woow excellant product,3
756,3,this product is good,4
757,3,very usefull product however plastic quailty is not very good,10
758,3,the bowels are very small,5
759,3,worth product in this price,5
760,3,very cheap material,3
761,3,products is good but very small ð,7
762,3,its not fully comfortable but its worth,7
763,3,pocket zip quality poor,4
764,3,clothes very thin out look nice,6
765,3,product is okaybut the steel is little thin,8
766,3,an ok product bit costlier,5
767,3,good product but the stitches werent perfect,7
768,3,it was good,3
769,3,colour is not bright,4
770,3,loudspeaker too much noise,4
771,3,its good same as shown in picture,7
772,3,not good enough average quality,5
773,3,rice box size not as expected,6
774,3,ok but not so good,5
775,3,there were some over coloursome stitches were not propely,9
776,3,after 15 days 4 lights fail,6
777,3,not so sturdy but good rack for multipurpose usage,9
778,3,its very small size but good,6
779,3,super good not bad,4
780,3,very good product,3
781,3,the material is not good according to price,8
782,3,nice but late delivery,4
783,3,very nice hindware,3
784,3,nt dat gud qulity,4
785,3,waste of money,3
786,3,so nice colour,3
787,3,this product is very nice,5
788,3,a bit noisy,3
789,3,good but smlk in size,5
790,3,avg product available at road side ð,7
791,3,product is good but so costly,6
792,3,nice but cover quality low,5
793,3,more expensive and poor finishing,5
794,3,cover is not good,4
795,3,other items missing in this product,6
796,3,not good quality,3
797,3,seems worth it,3
798,3,ok ok product,3
799,3,value for money,3
800,3,not working properly,3
801,3,just ok product,3
802,3,great for less money,4
803,3,it doesnt work on pimples ok,6
804,3,good praduct but rate is high,6
805,3,watch is gold belt is old,6
806,3,item is ok but demonstration not available,7
807,3,fair and ok type,4
808,3,this is very good and soundbass are very awesome,9
809,3,all over the product is good for this budget,9
810,3,item damages in transit,4
811,3,ok as per my experience but cost is high,9
812,3,alexa is much better,4
813,3,picture quality is ok,4
814,3,so nice soldering iron,4
815,3,dont expect much,3
816,3,speed is little bit slow,5
817,3,nice dth and nice small size,6
818,3,very nice product thanks flipkart,5
819,3,plate size is too small not sufficient for for meals,10
820,3,nice but size is small,5
821,3,product is good but sewing time the rope gets stuck,10
822,3,corrupt any time,3
823,3,good he is using it,5
824,3,quality is not good no worth,6
825,3,ok ok types,3
826,3,rates a little bit higher,5
827,3,it took to many time to heat water,8
828,3,most suitable small house,4
829,3,just okcloth quality not up to the mark,8
830,3,not up to the mark,5
831,3,ok ok type price too high according to this product,10
832,3,paltes are smallbut over all good,6
833,3,value for money,3
834,3,original and good product,4
835,3,product is normal and price the very much,8
836,3,bass is not too good but sound quality awesome,9
837,3,good but not upto the mark,6
838,3,not a good quality,4
839,3,finishing of the product is extremely poor,7
840,3,my 6 months old baby cant balance the sofa,9
841,3,not so sturdy,3
842,3,the product is smaller in size,6
843,3,the quality is very poor,5
844,3,good but small sige,4
845,3,range of router is very weak,6
846,3,beautiful and heavy set best gift ever,7
847,3,shiner is not working properly after 1 month,8
848,3,all good but battery backup not good enough,8
849,3,just an okay product a slight discomfort at the back,10
850,3,not bad medium quality not so super or very bd,10
851,3,its not good,3
852,3,average not satisfied seeds,4
853,3,one large size plate was broken just is all good,10
854,3,colour is super but clothes quality is not good,9
855,3,good product with speedable movements,5
856,3,make loudly and over heat,5
857,3,this product is good according to rang,7
858,3,good suction power,3
859,3,nice but very thin,4
860,3,poor quality cloth is given for side cover,8
861,3,nice products this range but only chimney no pipe,9
862,3,good qualitysound is goodbattry backup 3to4 hour,7
863,3,one lamp is damaged but another 2 are good,9
864,3,this product is not bad the clothes material was okey,10
865,3,good product ð,3
866,3,nice camera ðððð,3
867,3,ok type product you can go for it,8
868,3,water wastage is more in this system,7
869,3,appearance and light is average,5
870,3,good product at reasonable price,5
871,3,small but good product,4
872,3,according to priceits okkkkkk,4
873,3,6 wicket good but just little,6
874,3,all our good products and wearing also,7
875,3,its good but size is too short,7
876,3,good but can be little better,6
877,3,ok plastic quality is not good,6
878,3,good for price,3
879,3,ok heating good,3
880,3,very nice product,3
881,3,size choti hy,3
882,3,good i like it,4
883,3,ok but old stoic price heavy,6
884,3,metal is not so good,5
885,3,ok but price is high,5
886,3,nice clogs light weightgood quality,5
887,3,fridge good but no light in top freezer part,9
888,3,torned after 3 times of usage,6
889,3,temporary use for 23 month not longer time,8
890,3,finishing of the product is not good,7
891,3,ok no problem with that,5
892,3,cam quality is not good as expected,7
893,3,very good and low cast product,6
894,3,little noisy rest looks ok,5
895,3,average product quality,3
