ReviewID,ProductID,UserID,Rating,ReviewText,ReviewDate,Review #,Brand,Variety,Style,Country,Stars,Top Ten
REV2181,Product_A,User_188,1.0,broke easily. awful.,2023-03-02,,,,,,,
REV2182,Product_C,User_143,3.0,met expectations. does not work.,2024-03-10,,,,,,,
REV2183,Product_D,User_158,5.0,best purchase ever. amazing features.,2023-01-17,,,,,,,
REV2184,Product_C,User_107,4.0,love this product. easy to use.,2024-10-22,,,,,,,
REV2185,Product_B,User_188,1.0,broke easily. worst purchase. neither good nor bad.,2023-09-25,,,,,,,
REV2186,Product_B,User_184,1.0,worst purchase. difficult to use. decent for the price.,2023-03-27,,,,,,,
REV2187,Product_C,User_147,1.0,broke easily. difficult to use.,2024-05-12,,,,,,,
REV2188,Product_C,User_117,4.0,best purchase ever. easy to use. could be better.,2024-03-18,,,,,,,
REV2189,Product_D,User_159,3.0,works as expected. awful.,2023-04-08,,,,,,,
REV2190,Product_D,User_138,2.0,awful. terrible product.,2024-06-10,,,,,,,
REV2191,Product_E,User_181,1.0,bad experience. worst purchase.,2023-06-10,,,,,,,
REV2192,Product_C,User_141,2.0,customer service was bad. broke easily.,2024-06-29,,,,,,,
REV2193,Product_B,User_131,5.0,works perfectly. exceeded expectations.,2024-08-30,,,,,,,
REV2194,Product_E,User_161,4.0,great value. five stars.,2024-04-21,,,,,,,
REV2195,Product_A,User_109,4.0,highly recommend. great value.,2023-12-25,,,,,,,
REV2196,Product_C,User_144,1.0,awful. customer service was bad.,2023-05-22,,,,,,,
REV2197,Product_E,User_124,2.0,terrible product. waste of money.,2024-03-07,,,,,,,
REV2198,Product_A,User_187,1.0,broke easily. worst purchase.,2023-05-20,,,,,,,
REV2199,Product_C,User_169,5.0,fantastic. exceeded expectations.,2024-03-15,,,,,,,
REV2200,Product_A,User_170,2.0,would not recommend. broke easily.,2024-07-17,,,,,,,
REV2201,Product_E,User_173,5.0,excellent quality. amazing features. it's okay.,2023-04-17,,,,,,,
REV2202,Product_C,User_105,2.0,waste of money. very disappointed.,2024-05-31,,,,,,,
REV2203,Product_A,User_198,1.0,worst purchase. terrible product. works as expected.,2023-01-20,,,,,,,
REV2204,Product_B,User_161,2.0,awful. does not work.,2023-05-25,,,,,,,
REV2205,Product_E,User_188,5.0,highly recommend. great value. some pros and cons.,2023-11-25,,,,,,,
REV2206,Product_C,User_191,3.0,some pros and cons. excellent quality.,2024-06-24,,,,,,,
REV2207,Product_B,User_108,4.0,fantastic. amazing features.,2024-04-07,,,,,,,
REV2208,Product_B,User_187,3.0,met expectations. great value.,2023-05-04,,,,,,,
REV2209,Product_B,User_169,2.0,one star. bad experience.,2023-02-06,,,,,,,
REV2210,Product_A,User_139,5.0,wonderful experience. works perfectly.,2023-10-28,,,,,,,
REV2211,Product_C,User_176,2.0,very disappointed. awful.,2023-10-16,,,,,,,
REV2212,Product_A,User_158,4.0,amazing features. wonderful experience.,2024-07-24,,,,,,,
REV2213,Product_E,User_141,1.0,broke easily. very disappointed. decent for the price.,2023-12-22,,,,,,,
REV2214,Product_E,User_157,3.0,neither good nor bad. exceeded expectations.,2023-01-31,,,,,,,
REV2215,Product_B,User_199,5.0,wonderful experience. wonderful experience. average product.,2023-09-15,,,,,,,
REV2216,Product_C,User_116,5.0,excellent quality. five stars. works as expected.,2023-12-26,,,,,,,
REV2217,Product_B,User_195,3.0,decent for the price. highly recommend.,2024-02-16,,,,,,,
REV2218,Product_D,User_167,4.0,love this product. five stars. met expectations.,2023-07-11,,,,,,,
REV2219,Product_B,User_181,1.0,customer service was bad. bad experience.,2023-11-02,,,,,,,
REV2220,Product_C,User_151,3.0,neither good nor bad. love this product.,2024-01-16,,,,,,,
REV2221,Product_C,User_157,3.0,average product. wonderful experience.,2024-06-21,,,,,,,
REV2222,Product_A,User_198,4.0,amazing features. easy to use.,2024-02-01,,,,,,,
REV2223,Product_E,User_174,5.0,highly recommend. very satisfied. works as expected.,2023-05-10,,,,,,,
REV2224,Product_D,User_155,1.0,bad experience. waste of money.,2024-08-26,,,,,,,
REV2225,Product_C,User_183,5.0,amazing features. great value.,2024-10-20,,,,,,,
REV2226,Product_B,User_137,1.0,poor quality. bad experience. it's okay.,2024-06-10,,,,,,,
REV2227,Product_D,User_117,1.0,one star. broke easily.,2023-09-28,,,,,,,
REV2228,Product_A,User_192,1.0,awful. broke easily.,2023-11-05,,,,,,,
REV2229,Product_C,User_192,4.0,fantastic. five stars.,2024-11-23,,,,,,,
REV2230,Product_A,User_193,4.0,easy to use. love this product.,2023-07-25,,,,,,,
REV2231,Product_D,User_108,4.0,amazing features. five stars. met expectations.,2024-11-08,,,,,,,
REV2232,Product_E,User_101,5.0,fantastic. exceeded expectations.,2023-12-10,,,,,,,
REV2233,Product_E,User_117,1.0,poor quality. customer service was bad.,2023-11-16,,,,,,,
REV2234,Product_E,User_188,3.0,some pros and cons. very satisfied.,2023-04-12,,,,,,,
REV2235,Product_A,User_116,3.0,some pros and cons. very disappointed.,2024-08-10,,,,,,,
REV2236,Product_D,User_132,4.0,fantastic. excellent quality.,2024-12-14,,,,,,,
REV2237,Product_A,User_132,2.0,would not recommend. worst purchase.,2024-08-11,,,,,,,
REV2238,Product_B,User_145,2.0,poor quality. poor quality. it's okay.,2023-05-02,,,,,,,
REV2239,Product_E,User_166,3.0,met expectations. missing features.,2024-09-26,,,,,,,
REV2240,Product_B,User_175,1.0,awful. poor quality.,2023-09-21,,,,,,,
REV2241,Product_C,User_106,4.0,highly recommend. highly recommend.,2024-04-03,,,,,,,
REV2242,Product_C,User_140,2.0,worst purchase. customer service was bad. met expectations.,2024-11-30,,,,,,,
REV2243,Product_D,User_112,4.0,wonderful experience. works perfectly. neither good nor bad.,2024-06-20,,,,,,,
REV2244,Product_E,User_107,4.0,great value. easy to use. average product.,2024-09-22,,,,,,,
REV2245,Product_C,User_121,2.0,awful. missing features.,2024-07-02,,,,,,,
REV2246,Product_B,User_134,4.0,wonderful experience. very satisfied. it's okay.,2024-03-20,,,,,,,
REV2247,Product_A,User_193,4.0,best purchase ever. wonderful experience.,2024-12-25,,,,,,,
REV2248,Product_D,User_191,5.0,highly recommend. five stars. it's okay.,2023-12-30,,,,,,,
REV2249,Product_A,User_135,3.0,decent for the price. highly recommend.,2023-09-07,,,,,,,
REV2250,Product_B,User_135,2.0,worst purchase. does not work.,2023-10-22,,,,,,,
REV2251,Product_D,User_102,5.0,excellent quality. fantastic.,2023-08-25,,,,,,,
REV2252,Product_C,User_125,1.0,would not recommend. customer service was bad. average product.,2024-06-03,,,,,,,
REV2253,Product_E,User_137,5.0,very satisfied. five stars.,2024-07-06,,,,,,,
REV2254,Product_D,User_101,1.0,broke easily. missing features.,2023-05-25,,,,,,,
REV2255,Product_C,User_104,2.0,awful. one star. neither good nor bad.,2024-03-24,,,,,,,
REV2256,Product_B,User_166,3.0,some pros and cons. highly recommend.,2024-09-21,,,,,,,
REV2257,Product_D,User_100,3.0,met expectations. amazing features.,2023-11-09,,,,,,,
REV2258,Product_E,User_146,3.0,decent for the price. awful.,2023-07-23,,,,,,,
REV2259,Product_D,User_178,4.0,exceeded expectations. wonderful experience. average product.,2024-09-11,,,,,,,
REV2260,Product_E,User_119,1.0,bad experience. terrible product. met expectations.,2023-10-09,,,,,,,
REV2261,Product_E,User_158,5.0,love this product. works perfectly. nothing special.,2023-06-10,,,,,,,
REV2262,Product_B,User_187,5.0,exceeded expectations. excellent quality.,2023-09-08,,,,,,,
REV2263,Product_A,User_138,5.0,fantastic. exceeded expectations.,2023-08-11,,,,,,,
REV2264,Product_D,User_122,4.0,wonderful experience. highly recommend.,2024-01-19,,,,,,,
REV2265,Product_D,User_107,2.0,terrible product. difficult to use.,2023-12-07,,,,,,,
REV2266,Product_B,User_164,5.0,easy to use. best purchase ever.,2023-11-07,,,,,,,
REV2267,Product_B,User_116,2.0,awful. awful.,2024-06-21,,,,,,,
REV2268,Product_A,User_145,3.0,works as expected. customer service was bad.,2023-01-01,,,,,,,
REV2269,Product_E,User_189,5.0,excellent quality. excellent quality.,2023-08-08,,,,,,,
REV2270,Product_A,User_140,1.0,bad experience. missing features. some pros and cons.,2023-03-30,,,,,,,
REV2271,Product_D,User_197,3.0,met expectations. very satisfied.,2024-01-16,,,,,,,
REV2272,Product_B,User_181,3.0,some pros and cons. wonderful experience.,2024-02-01,,,,,,,
REV2273,Product_A,User_187,3.0,some pros and cons. love this product.,2024-03-30,,,,,,,
REV2274,Product_B,User_170,4.0,great value. works perfectly.,2023-05-23,,,,,,,
REV2275,Product_A,User_148,1.0,does not work. one star. works as expected.,2024-05-11,,,,,,,
REV2276,Product_B,User_145,2.0,waste of money. worst purchase.,2023-01-03,,,,,,,
REV2277,Product_D,User_192,2.0,missing features. one star. decent for the price.,2023-06-03,,,,,,,
REV2278,Product_D,User_114,4.0,easy to use. very satisfied.,2023-02-12,,,,,,,
REV2279,Product_C,User_142,4.0,easy to use. exceeded expectations. decent for the price.,2023-01-21,,,,,,,
REV2280,Product_A,User_135,4.0,works perfectly. highly recommend.,2024-12-15,,,,,,,
REV2281,Product_B,User_177,3.0,nothing special. bad experience.,2024-01-08,,,,,,,
REV2282,Product_C,User_107,4.0,best purchase ever. highly recommend.,2023-05-24,,,,,,,
REV2283,Product_A,User_176,2.0,worst purchase. missing features.,2024-10-05,,,,,,,
REV2284,Product_B,User_138,4.0,easy to use. fantastic.,2023-06-08,,,,,,,
REV2285,Product_B,User_155,5.0,highly recommend. highly recommend. met expectations.,2023-02-05,,,,,,,
REV2286,Product_D,User_144,1.0,broke easily. bad experience.,2023-12-28,,,,,,,
REV2287,Product_D,User_108,5.0,amazing features. best purchase ever. some pros and cons.,2023-01-26,,,,,,,
REV2288,Product_B,User_171,5.0,love this product. best purchase ever. nothing special.,2023-06-01,,,,,,,
REV2289,Product_C,User_199,2.0,difficult to use. worst purchase.,2023-03-01,,,,,,,
REV2290,Product_D,User_173,3.0,average product. love this product.,2024-03-14,,,,,,,
REV2291,Product_D,User_197,3.0,neither good nor bad. very disappointed.,2024-11-03,,,,,,,
REV2292,Product_C,User_191,5.0,exceeded expectations. best purchase ever. some pros and cons.,2024-03-30,,,,,,,
REV2293,Product_B,User_163,1.0,waste of money. poor quality.,2023-09-20,,,,,,,
REV2294,Product_A,User_174,5.0,five stars. works perfectly.,2023-10-07,,,,,,,
REV2295,Product_E,User_135,2.0,would not recommend. does not work.,2023-12-19,,,,,,,
REV2296,Product_C,User_169,1.0,difficult to use. would not recommend.,2024-02-29,,,,,,,
REV2297,Product_B,User_159,4.0,five stars. exceeded expectations.,2024-05-31,,,,,,,
REV2298,Product_C,User_143,2.0,worst purchase. does not work. average product.,2024-01-16,,,,,,,
REV2299,Product_B,User_180,4.0,easy to use. highly recommend. nothing special.,2023-12-20,,,,,,,
REV2300,Product_E,User_192,5.0,amazing features. easy to use.,2023-10-14,,,,,,,
REV2301,Product_D,User_116,1.0,one star. awful.,2024-02-04,,,,,,,
REV2302,Product_D,User_104,5.0,five stars. love this product.,2023-09-05,,,,,,,
REV2303,Product_D,User_169,5.0,excellent quality. fantastic.,2024-02-10,,,,,,,
REV2304,Product_E,User_115,1.0,very disappointed. would not recommend.,2024-04-04,,,,,,,
REV2305,Product_A,User_122,4.0,wonderful experience. excellent quality.,2023-04-24,,,,,,,
REV2306,Product_C,User_172,2.0,broke easily. does not work.,2024-03-24,,,,,,,
REV2307,Product_D,User_181,2.0,very disappointed. does not work.,2023-11-07,,,,,,,
REV2308,Product_E,User_111,4.0,love this product. best purchase ever.,2023-08-27,,,,,,,
REV2309,Product_C,User_129,5.0,best purchase ever. very satisfied. neither good nor bad.,2023-08-04,,,,,,,
